"ageBin","age","n","positive","ageRow","pathogen","fraction","fitted.values.mean","fitted.values.sd","fitted.values.0.025quant","fitted.values.0.5quant","fitted.values.0.975quant","fitted.values.mode"
0,0,318,21,1,"h1n1pdm",0.0660377358490566,0.0551969372010152,0.00516829813323121,0.0457203646647617,0.0549702937872234,0.0659659683738362,0.0545188493126511
1,1,306,16,2,"h1n1pdm",0.0522875816993464,0.0560309476515219,0.00493094685163193,0.0469512747330358,0.0558277866138582,0.0662692851697748,0.0554229869674269
2,2,306,15,3,"h1n1pdm",0.0490196078431373,0.0568832210126584,0.00471504810970883,0.0481678270364281,0.0567003310296648,0.0666417874071744,0.0563357992082603
3,3,310,23,4,"h1n1pdm",0.0741935483870968,0.057756746077645,0.00452223434442376,0.0493690977465421,0.0575911495912264,0.0670890419309321,0.0572609746909199
4,4,319,9,5,"h1n1pdm",0.0282131661442006,0.0586393924925937,0.00435242851573903,0.050542218565743,0.0584884090145898,0.0675979620217435,0.0581872705750783
5,5,127,3,6,"h1n1pdm",0.0236220472440945,0.0595495838396036,0.00420741353945462,0.0517014438475546,0.059410757607809,0.0681898597076192,0.0591337798453353
6,6,134,10,7,"h1n1pdm",0.0746268656716418,0.060478499978657,0.00408523422218322,0.0528407141174824,0.0603497395979916,0.0688510778521818,0.0600927694745151
7,7,141,4,8,"h1n1pdm",0.0283687943262411,0.0614169599987352,0.00398458552734241,0.0539526012239374,0.0612964480574841,0.0695691217324646,0.0610558828412504
8,8,140,5,9,"h1n1pdm",0.0357142857142857,0.0623705695781,0.00390434134884854,0.0550441735704608,0.0622567428455317,0.0703466864312079,0.0620295130380052
9,9,95,6,10,"h1n1pdm",0.0631578947368421,0.0633328266276133,0.00384230288273571,0.0561125029967888,0.0632243743016097,0.0711722578418237,0.0630078637450928
10,10,84,9,11,"h1n1pdm",0.107142857142857,0.0642962342594078,0.00379579547006258,0.0571546329363997,0.0641920871780823,0.0720324220373879,0.0639841623523359
11,11,95,5,12,"h1n1pdm",0.0526315789473684,0.0652505451095428,0.0037620837974946,0.0581650701250931,0.0651498435295526,0.0729109843034515,0.0649487890290725
12,12,79,8,13,"h1n1pdm",0.10126582278481,0.0661977304467782,0.00373921380674859,0.0591491404794665,0.066099778678595,0.073805626623159,0.0659042064994321
13,13,79,10,14,"h1n1pdm",0.126582278481013,0.0671269017361178,0.00372453296293664,0.0601006873866468,0.067031165722015,0.0746998074080861,0.0668400104431224
14,14,88,5,15,"h1n1pdm",0.0568181818181818,0.068030196398217,0.0037159059122347,0.0610156701926014,0.0679362679231428,0.0755811249626701,0.0677487152689549
15,15,78,4,16,"h1n1pdm",0.0512820512820513,0.068909893172138,0.00371207252879386,0.0618985860304782,0.0688174510735442,0.0764491436209016,0.0686328604197261
16,16,164,9,17,"h1n1pdm",0.0548780487804878,0.069759303510228,0.00371142075799166,0.0627456618399052,0.0696681113063575,0.0772937766766442,0.0694860110307275
17,17,151,7,18,"h1n1pdm",0.0463576158940397,0.0705740488287549,0.00371337685777191,0.0635535500683353,0.0704839024169523,0.0781094299624736,0.0703038855023457
18,18,208,23,19,"h1n1pdm",0.110576923076923,0.0713546560288862,0.00371722846422405,0.0643240484076361,0.071265394797178,0.0788951117544683,0.0710871409483736
19,19,195,15,20,"h1n1pdm",0.0769230769230769,0.0720785614473135,0.00372194565120771,0.0650365396038617,0.0719900499495818,0.0796261682486608,0.0718132892127192
20,20,211,25,21,"h1n1pdm",0.118483412322275,0.0727584220719674,0.00372790509695029,0.0657029288392492,0.0726705294131442,0.0803159825193163,0.0724950008194697
21,21,209,14,22,"h1n1pdm",0.0669856459330144,0.0733735271988942,0.00373427196311792,0.0663040939009787,0.0732861391620189,0.0809421600366425,0.073111615064601
22,22,229,11,23,"h1n1pdm",0.0480349344978166,0.0739371818112354,0.00374171817927736,0.0668520515461452,0.0738501740508217,0.0815193519670562,0.0736764065813947
23,23,192,21,24,"h1n1pdm",0.109375,0.0744551418017026,0.00375079200990904,0.0673515250899845,0.0743683752816484,0.0820544306319341,0.0741950871503333
24,24,232,18,25,"h1n1pdm",0.0775862068965517,0.0749075597532898,0.00376042823500308,0.0677846781766417,0.0748209222150122,0.0825253846465969,0.0746478896724884
25,25,210,16,26,"h1n1pdm",0.0761904761904762,0.0753074004485882,0.00377158401175431,0.0681626727326952,0.0752207540836641,0.0829471274971034,0.0750477022764306
26,26,210,26,27,"h1n1pdm",0.123809523809524,0.075658448703045,0.00378428002730543,0.0684892375867317,0.0755716610361087,0.0833234696490464,0.0753983257914544
27,27,213,15,28,"h1n1pdm",0.0704225352112676,0.0759464955864073,0.00379782781996163,0.0687514715998925,0.0758594486782099,0.0836388113191234,0.0756855948342579
28,28,246,15,29,"h1n1pdm",0.0609756097560976,0.0761928354743693,0.00381298931834297,0.0689691984319174,0.0761054033866415,0.0839159634997786,0.075930779747461
29,29,251,17,30,"h1n1pdm",0.0677290836653386,0.0764011295095048,0.00382977654343354,0.0691460449163257,0.0763131900292191,0.0841586004529854,0.0761375528234249
30,30,142,14,31,"h1n1pdm",0.0985915492957746,0.0765755788325187,0.003848121344284,0.0692863237088293,0.0764870174096952,0.0843707681711767,0.0763101381137961
31,31,119,9,32,"h1n1pdm",0.0756302521008403,0.0767134353035782,0.00386691209346317,0.0693893314996578,0.0766241840137889,0.0845474078461458,0.076445927221268
32,32,133,10,33,"h1n1pdm",0.075187969924812,0.0768256207350173,0.00388618202145712,0.0694658919213101,0.076735623101949,0.0846994743575408,0.0765558761434734
33,33,138,10,34,"h1n1pdm",0.072463768115942,0.0769153633900634,0.00390569443422738,0.0695196561417742,0.0768245771962933,0.0848296918203808,0.0766432559166548
34,34,145,15,35,"h1n1pdm",0.103448275862069,0.0769902284009052,0.00392537130708695,0.0695583055683212,0.0768986241440162,0.0849454367140254,0.0767156697187169
35,35,129,10,36,"h1n1pdm",0.0775193798449612,0.0770482586367094,0.00394482254149891,0.0695806041928022,0.0769558219490415,0.0850439444793839,0.0767712057299125
36,36,143,10,37,"h1n1pdm",0.0699300699300699,0.0771014785690612,0.00396419983400703,0.0695982548514422,0.0770082034732817,0.0851375135680338,0.0768219135671284
37,37,137,12,38,"h1n1pdm",0.0875912408759124,0.0771568509752692,0.0039836971990536,0.0696178398300145,0.0770627315336206,0.0852334871237499,0.0768747560632812
38,38,148,9,39,"h1n1pdm",0.0608108108108108,0.0772154272077163,0.00400309226255625,0.0696408119163949,0.077120469443088,0.0853324469018053,0.076930820415014
39,39,138,10,40,"h1n1pdm",0.072463768115942,0.0772900581803615,0.00402291581519436,0.069679003377363,0.0771942604942816,0.0854483060953388,0.0770029346032436
40,40,141,14,41,"h1n1pdm",0.099290780141844,0.0773845832760027,0.00404314134272379,0.0697362859059446,0.0772879508788365,0.08558483302481,0.077094958458711
41,41,131,6,42,"h1n1pdm",0.0458015267175573,0.0774977800483253,0.00406364840803624,0.0698116601743046,0.077400322651086,0.0857405564570878,0.0772056829845256
42,42,146,15,43,"h1n1pdm",0.102739726027397,0.0776498846830155,0.00408522914215114,0.069923836932216,0.0775516024383894,0.0859372927972984,0.0773553156203916
43,43,129,5,44,"h1n1pdm",0.0387596899224806,0.0778297788843817,0.00410739967629374,0.0700626222713045,0.0777306803466037,0.0861629513143567,0.0775327633381126
44,44,127,4,45,"h1n1pdm",0.031496062992126,0.0780568068097182,0.00413092339709156,0.070245890311399,0.0779568913064175,0.0864383990833893,0.0777573425147584
