encountered_week,residence_cra_name,pathogen,modeled_intensity_mean,modeled_intensity_sd,modeled_intensity_lower_95_CI,modeled_intensity_median,modeled_intensity_upper_95_CI,modeled_intensity_mode
2018-W45,Alki/Admiral,all,0.00219507912971629,0.00148687843474229,0.000541883880987567,0.0018173895772186,0.00607333987520578,0.00181853427889018
2018-W46,Alki/Admiral,all,0.00323744938765315,0.00192398405162843,0.000942936625256962,0.00278307615609133,0.00819441795492563,0.00278407569437312
2018-W47,Alki/Admiral,all,0.00481119582363478,0.0025676670860687,0.00158601342891798,0.004244551352104,0.0113437912713044,0.00424506631137782
2018-W48,Alki/Admiral,all,0.00675517837647392,0.00325685869158913,0.00247805068198202,0.00608488917117562,0.0149314874971281,0.00608469492792714
2018-W49,Alki/Admiral,all,0.00950686765584258,0.00415165245623019,0.0038351336745901,0.00871234287347687,0.0197860637224698,0.00871144813156954
2018-W50,Alki/Admiral,all,0.0147790418352591,0.00586616353338381,0.00648233304034581,0.0137365154205026,0.0291042962846347,0.0137348647446192
2018-W51,Alki/Admiral,all,0.0272477764793454,0.00987330241699354,0.0128561558632991,0.0256178270604629,0.0510420273554574,0.0256148915526917
2018-W52,Alki/Admiral,all,0.0517883189042315,0.0172743474027385,0.0259680367962964,0.0491274182638532,0.0929246271228514,0.0491234125416055
2019-W01,Alki/Admiral,all,0.0913895791507213,0.0283710210501151,0.0481199157851839,0.0872805468895767,0.15826750238237,0.0872764297646027
2019-W02,Alki/Admiral,all,0.13523075919503,0.0396014224178956,0.0739030386744912,0.129780405561376,0.22783395810645,0.129776693010462
2019-W03,Alki/Admiral,all,0.099956126539742,0.0280041513445377,0.0561101016867933,0.096250043029985,0.165052810482668,0.0962477739175683
2019-W04,Alki/Admiral,all,0.0620812890224879,0.0169046857802809,0.0354330067435993,0.0599002858023479,0.101228528599285,0.0598993772926724
2019-W05,Alki/Admiral,all,0.0614242059847282,0.0162954819789162,0.0355836377886025,0.0593704525332476,0.0990408655605824,0.0593671237602847
2019-W06,Alki/Admiral,all,0.0694065518048635,0.0180792208974763,0.0406206212049255,0.0671653169401121,0.11104931025209,0.0671596802875195
2019-W07,Alki/Admiral,all,0.0774538039091372,0.0199128033051162,0.0456560235036794,0.0750143700981596,0.123245616266855,0.0750077747435317
2019-W08,Alki/Admiral,all,0.0825056113976261,0.0210225659125917,0.0488668949344709,0.0799510559142461,0.130789958736243,0.0799460276597867
2019-W09,Alki/Admiral,all,0.0819369469108978,0.0207591166410229,0.0486730489775574,0.0794274222102387,0.12956979994202,0.0794267973736558
2019-W10,Alki/Admiral,all,0.0796840810086905,0.0201209323184044,0.0474125086231497,0.0772590916801096,0.125816459374608,0.0772641887963698
2019-W11,Alki/Admiral,all,0.0829407917350252,0.020904371670441,0.0493926548508795,0.0804256404389029,0.130841245060647,0.0804365425233439
2019-W12,Alki/Admiral,all,0.0961307542958957,0.0242200904937351,0.057253935233264,0.0932176151508942,0.151613292243732,0.0932343406492234
2019-W13,Alki/Admiral,all,0.116423372903434,0.0294116061327902,0.0692399936172857,0.112877164623346,0.18381612804016,0.112898668182322
2019-W14,Alki/Admiral,all,0.140786410854813,0.0358384966870929,0.0833926887235285,0.136435259791822,0.222992656989068,0.136458085641923
2019-W15,Alki/Admiral,all,0.126482755178778,0.0326826984553909,0.0743202593392056,0.122460541894883,0.20160356178552,0.122477274675152
2019-W16,Alki/Admiral,all,0.105512916756831,0.0278964389810495,0.0612226675513253,0.102007883679095,0.169831748645085,0.102018437878871
2019-W17,Alki/Admiral,all,0.0877205280781098,0.0239228210776953,0.0500134667851825,0.0846298268017619,0.143108047835724,0.0846362285292949
2019-W18,Alki/Admiral,all,0.0741285073274073,0.0210320409400828,0.041293616852179,0.0713137052838969,0.123084613244026,0.0713172132478345
2019-W19,Alki/Admiral,all,0.0604142900969548,0.0179989438910338,0.0326600423332829,0.0578993521304401,0.10259310941803,0.057900233052028
2019-W20,Alki/Admiral,all,0.0457951342727666,0.0144612884846284,0.023841636660951,0.0436695373358194,0.0799644719757968,0.0436675385973071
2019-W21,Alki/Admiral,all,0.0332585093976791,0.0112308013740271,0.0165348138542701,0.0315104424363585,0.0600577255493006,0.0315051824448499
2019-W22,Alki/Admiral,all,0.022092955482453,0.00804164466853348,0.0103934342993827,0.020760446351491,0.0415011119755002,0.0207530970792276
2019-W23,Alki/Admiral,all,0.0152312636705008,0.00601154124651881,0.00672018738313745,0.0141676934522988,0.0299241228748335,0.0141584725241665
2019-W24,Alki/Admiral,all,0.011097638257529,0.00476875222264173,0.00455276218585651,0.0101961357039124,0.0229112931722549,0.0101852393134017
2019-W25,Alki/Admiral,all,0.00820498791193079,0.00385009006830022,0.0031024756159988,0.0074278867025835,0.017876175222162,0.00741612235179939
2019-W26,Alki/Admiral,all,0.00654057599529661,0.00335548115201066,0.00226158228704287,0.00581943469773737,0.0150866900156724,0.00580649932691437
2019-W27,Alki/Admiral,all,0.00570953199961916,0.00320317882675284,0.00179221234716872,0.0049794278871672,0.0139774696353516,0.00496447485607983
2019-W28,Alki/Admiral,all,0.00526547881213144,0.0032331649563812,0.00148786222597552,0.00448709857252793,0.0137158560718715,0.00446959893340695
2019-W29,Alki/Admiral,all,0.00490395871511949,0.00330262568851154,0.00123434719295513,0.00406753996715815,0.0136331586404231,0.00404769586223078
2019-W30,Alki/Admiral,all,0.0042967634185191,0.00318414027870223,0.000951088343257983,0.0034521753153885,0.012791241481843,0.00343180296095496
2019-W31,Alki/Admiral,all,0.0032859270432219,0.00269223346418903,0.000629482247700129,0.00254174585934728,0.0105147671726118,0.00252416526391605
2019-W32,Alki/Admiral,all,0.00214471876353064,0.00196162715673395,0.000346769001316144,0.00158259175648702,0.00742292036868886,0.00157025766829717
2019-W33,Alki/Admiral,all,0.00129564789398471,0.00134747208463254,0.000169400837601745,0.000898025445899686,0.00490063734536157,0.000890595753237828
2019-W34,Alki/Admiral,all,0.000770824271090446,0.000937269115255534,7.63513660959669e-05,0.000489623164625179,0.00322764990061714,0.000485737062086065
2019-W35,Alki/Admiral,all,0.00046905472936091,0.000692082915927811,3.21627163750542e-05,0.000263154750802771,0.00220012389038983,0.000261476969108809
2019-W36,Alki/Admiral,all,0.000299595951185424,0.000561685010923156,1.26962660726541e-05,0.000140997546213794,0.00158223471981077,0.000140512823450518
2018-W45,Arbor Heights,all,0.00236606306831861,0.00147753609067307,0.000657029952725518,0.00200689510873187,0.00626621157154567,0.00199481359237738
2018-W46,Arbor Heights,all,0.00344109892911571,0.00187545382919998,0.00111944918694444,0.0030214824271093,0.00830353100875768,0.00300639738061979
2018-W47,Arbor Heights,all,0.00504177375556797,0.00246111684271272,0.00183978397502192,0.00453077969765862,0.0113095667478753,0.00451364779227724
2018-W48,Arbor Heights,all,0.00697880029133283,0.00307174251574883,0.00280859623679869,0.00638743961774084,0.0146623768954162,0.006370528168627
2018-W49,Arbor Heights,all,0.00968442431456361,0.00385530808196539,0.00424977834412054,0.00899766472341547,0.0191593480216561,0.00898253596533009
2018-W50,Arbor Heights,all,0.014846385975895,0.00536752843653106,0.0070275719067561,0.01396192250461,0.0278208486401882,0.0139489327951806
2018-W51,Arbor Heights,all,0.0269926818531061,0.00890932244486401,0.0136436645738636,0.0256325329677623,0.0482094643501148,0.0256216786545026
2018-W52,Arbor Heights,all,0.0506024327103559,0.0153999925103334,0.0269938452866546,0.0484102249503273,0.0868186887545876,0.048404400900375
2019-W01,Arbor Heights,all,0.0881875425724684,0.0250675959045067,0.0490733991659636,0.0848270942263885,0.146561385350581,0.0848283574710963
2019-W02,Arbor Heights,all,0.129273956240405,0.0348511880515304,0.0741962018914805,0.124817652419614,0.209848141521414,0.124824934120199
2019-W03,Arbor Heights,all,0.0950746959379942,0.0246789699773597,0.0557311653319848,0.0920249585465028,0.151842182347837,0.0920337796296251
2019-W04,Arbor Heights,all,0.0590219920082148,0.0149911574354339,0.0350028258331112,0.0572055965206935,0.0933974421305371,0.0572153456117512
2019-W05,Arbor Heights,all,0.0586301347391842,0.0145774771704685,0.0351634037886972,0.05689781876401,0.0919618977170878,0.0569094292622952
2019-W06,Arbor Heights,all,0.0667693796393294,0.0163566068450983,0.0403536929693712,0.0648518142522411,0.104096502326658,0.0648663939078993
2019-W07,Arbor Heights,all,0.0753981234937635,0.0182674524386897,0.0458291516766026,0.0732780948479438,0.117032453292667,0.0732935272861024
2019-W08,Arbor Heights,all,0.0815458701490193,0.0195976985357158,0.0497756292835313,0.0792882758797034,0.12618034862638,0.0793006343471798
2019-W09,Arbor Heights,all,0.0823744891059778,0.0196817466159997,0.0504371523943975,0.0801193181015301,0.12718541068135,0.0801258410258853
2019-W10,Arbor Heights,all,0.0814606280112172,0.0193783409506278,0.0499941584504016,0.0792491403406357,0.125571541908947,0.0792504020235808
2019-W11,Arbor Heights,all,0.0859843912141213,0.020376564897627,0.0528756221552655,0.0836671315596573,0.132354015013907,0.0836653604105775
2019-W12,Arbor Heights,all,0.100765625757187,0.0238038457599821,0.0620662132074831,0.0980664933252459,0.154917888498323,0.0980625066348553
2019-W13,Arbor Heights,all,0.123041774264464,0.0290467566130543,0.075814253928575,0.119750166292889,0.189117740115855,0.119744213303351
2019-W14,Arbor Heights,all,0.149636246090302,0.0354711015222362,0.0920138838787675,0.145601327441281,0.230370489108376,0.145592400717707
2019-W15,Arbor Heights,all,0.134830042584047,0.0323393824649355,0.0824207057887326,0.131111395460192,0.208541491076445,0.131103372792572
2019-W16,Arbor Heights,all,0.112407452058818,0.0275107201324881,0.0680090634938709,0.10918501251181,0.175269094594701,0.1091782632778
2019-W17,Arbor Heights,all,0.0929632777718121,0.0234169634192776,0.0554024396242121,0.0901472932434347,0.14666531842703,0.0901412135414841
2019-W18,Arbor Heights,all,0.0777409415249807,0.0203448842434798,0.0453819489082776,0.0752081815249701,0.124628949814439,0.0752018648265465
2019-W19,Arbor Heights,all,0.0623326742333843,0.0171247374095519,0.0353993491914705,0.0601056276673,0.102052603401235,0.0600996443410279
2019-W20,Arbor Heights,all,0.0462140685601011,0.0134716852416967,0.025329322184829,0.0443674196376477,0.077707457031936,0.0443635534334748
2019-W21,Arbor Heights,all,0.0326404228985272,0.0101990793566893,0.0171102535715188,0.0311549162060143,0.0567034949155336,0.0311546864779594
2019-W22,Arbor Heights,all,0.0209857972228229,0.00709407751615715,0.0104162701154657,0.0198806146641978,0.03789474783468,0.0198848865365442
2019-W23,Arbor Heights,all,0.0139476026782553,0.00513577364048033,0.00648970164184393,0.0130884942284524,0.0263226946149112,0.0130963751906201
2019-W24,Arbor Heights,all,0.0097683535622662,0.00393617869912271,0.00421899395528697,0.00906043603110343,0.019358755764581,0.00907121186529677
2019-W25,Arbor Heights,all,0.00692684702920457,0.00306454033974642,0.00274918487814772,0.00633459513133591,0.0144749718077319,0.00634746197458991
2019-W26,Arbor Heights,all,0.00528777646317532,0.00257167882960545,0.00191088881827313,0.00475522047765122,0.0116867814072694,0.00477001918029642
2019-W27,Arbor Heights,all,0.00441507260755004,0.0023606508541021,0.00144030915973317,0.00389347311197948,0.0103427433324356,0.0039106930611199
2019-W28,Arbor Heights,all,0.00389113662196641,0.00228889219302966,0.00113483574931172,0.00335390819833415,0.00968321620421602,0.00337395284701143
2019-W29,Arbor Heights,all,0.00346129407716219,0.00224437874012333,0.000891951398498856,0.00290419240264477,0.00917521795927098,0.00292674372136283
2019-W30,Arbor Heights,all,0.0028957383405641,0.00207619017308884,0.000650269950203035,0.00235335510863063,0.00820240568795891,0.00237628438759615
2019-W31,Arbor Heights,all,0.00211438683773834,0.00168389756579374,0.000406914534697801,0.00165395929725413,0.00642372553066062,0.00167351339656053
2019-W32,Arbor Heights,all,0.00131786119676552,0.00117688559448992,0.000211930145976531,0.000982959360493543,0.00432237009712963,0.0009966083354412
2019-W33,Arbor Heights,all,0.000760212575677351,0.000775272266292296,9.79387124230634e-05,0.000532253684512192,0.002722323654236,0.000540680050901991
2019-W34,Arbor Heights,all,0.00043175853061919,0.000516866710571624,4.18123470384155e-05,0.000276796955434321,0.00171246845252351,0.000281700737668989
2019-W35,Arbor Heights,all,0.00025072035528763,0.000365509217677311,1.67133173792811e-05,0.000141822350300972,0.00111622170261545,0.000144625681221968
2019-W36,Arbor Heights,all,0.000152773015894812,0.000283845632005822,6.27165660792711e-06,7.24050641508193e-05,0.0007682937304423,7.40159778507925e-05
2018-W45,Ballard,all,0.00225365593573484,0.00118413074510205,0.000744954249463525,0.0019950318656495,0.00519679813632813,0.00200930262742786
2018-W46,Ballard,all,0.00336674399993326,0.00151985287543028,0.00130090854328404,0.00306856075080717,0.00707840360581393,0.00308619235886503
2018-W47,Ballard,all,0.00506341488891864,0.00203021747161729,0.00218259192771105,0.00469970832890318,0.00995950378518396,0.00471886100195865
2018-W48,Ballard,all,0.00718923415755816,0.00258392862638021,0.00339314245082405,0.00676551735542862,0.0133490764667284,0.00678333723953504
2018-W49,Ballard,all,0.0102226533101969,0.00330913181354163,0.00521571689956497,0.00972578500254627,0.0180224569276155,0.00974069879062084
2018-W50,Ballard,all,0.0160332922944879,0.00470514515494901,0.00873559842645138,0.0153845195820905,0.0270041103436282,0.0153963356912867
2018-W51,Ballard,all,0.0297665756836244,0.00798388216146877,0.0171253993446246,0.0287503831283943,0.0481955564394289,0.0287586108843746
2018-W52,Ballard,all,0.0568389611902687,0.0141351620603549,0.0340948239233007,0.055158878973627,0.0891837717073597,0.0551622028982232
2019-W01,Ballard,all,0.100444090542286,0.02356732200201,0.0620749150588457,0.0977884348599063,0.154003760911281,0.0977871619852445
2019-W02,Ballard,all,0.148317499491697,0.0334648234501928,0.093421100671127,0.144680464555231,0.224023146293247,0.144675039935425
2019-W03,Ballard,all,0.108941974726181,0.0240454805940523,0.0693358586851883,0.106381518300733,0.163204512267667,0.106375151946364
2019-W04,Ballard,all,0.0669575023207083,0.0147061852155009,0.0427126277065383,0.0653986845382383,0.100126612369825,0.0653943800134885
2019-W05,Ballard,all,0.065331372775458,0.0142203205392823,0.0418534468645744,0.0638366509421152,0.0973826772975592,0.0638283922872594
2019-W06,Ballard,all,0.0725874932455889,0.0157282405425585,0.0466000818850911,0.0709412446062756,0.10802355021027,0.070930570506169
